128849019059,METHOD_RETURN,RET,7,,BY_VALUE,5,,,4,ANY,ANY
128849019060,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019061,METHOD_RETURN,RET,7,,BY_VALUE,6,,,4,ANY,ANY
128849019062,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019063,METHOD_RETURN,RET,7,,BY_VALUE,3,,,4,ANY,ANY
128849019064,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019065,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019066,METHOD_RETURN,RET,2,src/shared/context/users/domain/user-verification:service:ts::program:UserVerificationService:<init>;UserVerificationService,BY_VALUE,16,,,7,UserVerificationService,ANY
128849019067,METHOD_RETURN,RET,79,,BY_VALUE,65,,,6,ANY,ANY
128849019068,METHOD_RETURN,RET,2,Promise<boolean>;__ecma.Boolean,BY_VALUE,28,,,5,Promise<boolean>,ANY
128849019069,METHOD_RETURN,RET,2,Repository<User>:save:<returnValue>;Promise<User>,BY_VALUE,90,,,5,Promise<User>,Promise<User>
128849019070,METHOD_RETURN,RET,2,Promise<boolean>;__ecma.Boolean,BY_VALUE,130,,,5,Promise<boolean>,ANY
128849019071,METHOD_RETURN,RET,2,Promise<boolean>;__ecma.Boolean,BY_VALUE,165,,,5,Promise<boolean>,ANY
128849019072,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019073,METHOD_RETURN,RET,23,src/shared/context/tenants/domain/tenants.service.ts::program:TenantsService;TenantsService,BY_VALUE,38,,,5,TenantsService,ANY
128849019074,METHOD_RETURN,RET,2,src/shared/context/users/domain/users:service:ts::program:UsersService:<init>;UsersService,BY_VALUE,32,,,8,UsersService,ANY
128849019075,METHOD_RETURN,RET,2,Promise<any>;Date,BY_VALUE,46,,,6,Promise<any>,ANY
128849019076,METHOD_RETURN,RET,2,Promise<User[]>;__ecma.Array,BY_VALUE,156,,,4,Promise<User[]>,ANY
128849019077,METHOD_RETURN,RET,2,Promise<User>,BY_VALUE,170,,,5,Promise<User>,Promise<User>
128849019078,METHOD_RETURN,RET,35,__ecma.String,BY_VALUE,224,,,6,__ecma.String,__ecma.String
128849019079,METHOD_RETURN,RET,33,__ecma.String,BY_VALUE,230,,,6,__ecma.String,__ecma.String
128849019080,METHOD_RETURN,RET,27,__ecma.String:toLowerCase:<returnValue>;__ecma.String,BY_VALUE,236,,,6,__ecma.String,__ecma.String
128849019081,METHOD_RETURN,RET,2,Promise<User[]>;__ecma.Array,BY_VALUE,191,,,5,Promise<User[]>,ANY
128849019082,METHOD_RETURN,RET,39,__ecma.Boolean,BY_VALUE,390,,,6,__ecma.Boolean,__ecma.Boolean
128849019083,METHOD_RETURN,RET,8,__ecma.Array:some:<returnValue>;__ecma.Boolean,BY_VALUE,390,,,6,__ecma.Boolean,__ecma.Boolean
128849019084,METHOD_RETURN,RET,42,__ecma.Boolean,BY_VALUE,393,,,6,__ecma.Boolean,__ecma.Boolean
128849019085,METHOD_RETURN,RET,8,__ecma.Boolean;__ecma.Array:filter:<returnValue>:some:<returnValue>;__ecma.Boolean:some:<returnValue>,BY_VALUE,393,,,6,__ecma.Boolean,__ecma.Boolean
128849019086,METHOD_RETURN,RET,2,Promise<any>;Repository<User>:save:<returnValue>,BY_VALUE,303,,,7,Promise<any>,Promise<any>
128849019087,METHOD_RETURN,RET,2,Promise<any>;Repository<User>:save:<returnValue>,BY_VALUE,443,,,6,Promise<any>,Promise<any>
128849019088,METHOD_RETURN,RET,27,,BY_VALUE,483,,,6,ANY,ANY
128849019089,METHOD_RETURN,RET,75,__ecma.Boolean,BY_VALUE,484,,,6,__ecma.Boolean,__ecma.Boolean
128849019090,METHOD_RETURN,RET,37,__ecma.Boolean,BY_VALUE,484,,,8,__ecma.Boolean,__ecma.Boolean
128849019091,METHOD_RETURN,RET,27,,BY_VALUE,486,,,6,ANY,ANY
128849019092,METHOD_RETURN,RET,2,Promise<number[]>,BY_VALUE,472,,,5,Promise<number[]>,Promise<number[]>
128849019093,METHOD_RETURN,RET,79,,BY_VALUE,516,,,6,ANY,ANY
128849019094,METHOD_RETURN,RET,2,Promise<any>;Date,BY_VALUE,489,,,5,Promise<any>,ANY
128849019095,METHOD_RETURN,RET,2,Promise<void>;EmailProvider:sendEmail:<returnValue>,BY_VALUE,525,,,5,Promise<void>,Promise<void>
128849019096,METHOD_RETURN,RET,2,Promise<void>;EmailProvider:sendEmail:<returnValue>,BY_VALUE,539,,,5,Promise<void>,Promise<void>
128849019097,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019098,METHOD_RETURN,RET,7,,BY_VALUE,1,,,3,,ANY
128849019099,METHOD_RETURN,RET,7,,BY_VALUE,6,,,3,,ANY
128849019100,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
128849019101,METHOD_RETURN,RET,7,,BY_VALUE,12,,,4,ANY,ANY
128849019102,METHOD_RETURN,RET,0,,BY_VALUE,1,,,4,,ANY
